fund_symbol,rating,return_rating,risk_rating,investment_type,fund_net_annual_expense_ratio,category_net_annual_expense_ratio,asset_cash_ratio,asset_stocks,price_earnings_ratio,price_book_ratio,price_sales_ratio,price_cashflow_ratio,median_market_cap,net_asset_value,fund_return_ytd,category_return_ytd,fund_return_1year,category_return_1year,fund_return_3years,category_return_3years,fund_return_5years,category_return_5years,fund_return_10years,category_return_10years,fund_return_2019,category_return_2019,fund_return_2018,category_return_2018,fund_return_2017,category_return_2017,fund_return_2016,category_return_2016,fund_return_2015,category_return_2015,fund_return_2014,category_return_2014,fund_return_2013,category_return_2013,fund_return_2012,category_return_2012,fund_return_2011,category_return_2011,fund_return_2010,category_return_2010,years_up,years_down,fund_treynor_ratio_3years,category_treynor_ratio_3years,fund_treynor_ratio_5years,category_treynor_ratio_5years,fund_treynor_ratio_10years,category_treynor_ratio_10years
ATDCX,1,1,4,Value,2.13,1.05,0.32,99.68,17.04,1.42,0.69,11.19,8976.26,102460000,-14.85,-6.28,-11.01,-0.89,-4.12,3.18,2.46,6.39,6.13,9.18,20.78,26.21,-17.68,-11.15,16.56,15.93,19.92,14.14,-11.44,-4.75,6.81,7.8,26.97,34.1,17.64,16.15,-2.82,-3.81,22.65,22.52,11,5,-4.45,0.01,0.99,0.05,4.79,0.08
ATDIX,2,2,5,Value,0.99,1.05,0.32,99.68,17.04,1.42,0.69,11.19,8976.26,102460000,-14.03,-6.28,-9.97,-0.89,-3.03,3.18,3.63,6.39,7.35,9.18,22.22,26.21,-16.82,-11.15,17.88,15.93,21.33,14.14,-10.44,-4.75,8.03,7.8,28.35,34.1,19.03,16.15,-1.64,-3.81,24.28,22.52,10,5,-3.6,0.01,1.89,0.05,5.84,0.08
ATDRX,1,1,4,Value,1.63,1.05,0.32,99.68,17.04,1.42,0.69,11.19,8976.26,102460000,-14.49,-6.28,-10.53,-0.89,-3.64,3.18,2.98,6.39,6.66,9.18,21.43,26.21,-17.28,-11.15,17.16,15.93,20.47,14.14,-10.96,-4.75,7.32,7.8,27.63,34.1,18.21,16.15,-2.3,-3.81,23.34,22.52,10,5,-4.07,0.01,1.39,0.05,5.25,0.08
ATDYX,2,2,4,Value,1.13,1.05,0.32,99.68,17.04,1.42,0.69,11.19,8976.26,102460000,-14.15,-6.28,-10.08,-0.89,-3.16,3.18,3.5,6.39,7.2,9.18,22.04,26.21,-16.86,-11.15,17.73,15.93,21.12,14.14,-10.56,-4.75,7.89,7.8,28.25,34.1,18.82,16.15,-1.84,-3.81,23.86,22.52,8,3,-3.7,0.01,1.79,0.05,5.72,0.08
ATGAX,4,4,2,Blend,1.5,1.05,1.18,98.82,26.12,3.27,1.65,12.09,16577.79,203330000,-8.65,-6.28,-3.15,-0.89,4.07,3.18,5.87,6.39,11.24,9.18,35.47,26.21,-11.34,-11.15,16.35,15.93,5.83,14.14,4.23,-4.75,15.8,7.8,37.22,34.1,24.07,16.15,-3.97,-3.81,16.08,22.52,18,7,2.5,0.01,4.8,0.05,10.76,0.08
ATGCX,4,3,2,Blend,2.21,1.05,1.18,98.82,26.12,3.27,1.65,12.09,16577.79,203330000,-9.18,-6.28,-3.83,-0.89,3.34,3.18,5.13,6.39,10.44,9.18,34.51,26.21,-11.96,-11.15,15.53,15.93,5.09,14.14,3.45,-4.75,14.96,7.8,36.24,34.1,23.16,16.15,-4.7,-3.81,15.19,22.52,16,7,1.77,0.01,4.04,0.05,9.97,0.08
ATGYX,4,4,2,Blend,1.21,1.05,1.18,98.82,26.12,3.27,1.65,12.09,16577.79,203330000,-8.42,-6.28,-2.85,-0.89,4.39,3.18,6.2,6.39,11.58,9.18,35.9,26.21,-11.09,-11.15,16.71,15.93,6.14,14.14,4.54,-4.75,16.15,7.8,37.61,34.1,24.55,16.15,-3.72,-3.81,16.39,22.52,16,7,2.82,0.01,5.13,0.05,11.11,0.08
ATHAX,3,3,3,Growth,1.26,1.16,1.6,98.4,32.83,7.52,4.38,25.11,19096.89,4960000000,17.45,14.82,24.73,22.59,15.94,13.64,12.85,13.1,12.24,12.76,35.14,32.52,-5.44,-6.65,21.52,23.91,3.01,6.03,1.65,-0.95,7.88,7,30.64,34.93,15.78,14.07,-6.76,-3.96,30.98,24.61,16,6,13.19,0.11,10.58,0.11,10.72,0.11
ATHIX,3,3,3,Growth,0.81,1.16,1.6,98.4,32.83,7.52,4.38,25.11,19096.89,4960000000,17.86,14.82,25.25,22.59,16.47,13.64,13.37,13.1,12.74,12.76,35.77,32.52,-4.99,-6.65,22.08,23.91,3.42,6.03,2.12,-0.95,8.36,7,31.27,34.93,16.26,14.07,-6.3,-3.96,31.55,24.61,17,5,13.66,0.11,11.04,0.11,11.18,0.11
ATHWX,3,3,3,Growth,1.51,1.16,1.6,98.4,32.83,7.52,4.38,25.11,19096.89,4960000000,17.16,14.82,24.37,22.59,15.65,13.64,12.57,13.1,11.96,12.76,34.79,32.52,-5.62,-6.65,21.2,23.91,2.74,6.03,1.37,-0.95,7.64,7,30.37,34.93,15.47,14.07,-6.99,-3.96,30.69,24.61,9,3,12.95,0.11,10.35,0.11,10.47,0.11
AVEMX,2,2,2,Blend,1.14,1.05,12.26,87.74,21.3,1.78,1.56,11.13,8048.25,209800000,-12.14,-6.28,-7.89,-0.89,0.31,3.18,4.47,6.39,5.71,9.18,20.52,26.21,-8.75,-11.15,17.73,15.93,16.44,14.14,-17.68,-4.75,2.86,7.8,26.24,34.1,13.34,16.15,-1.34,-3.81,20.54,22.52,12,6,-1.22,0.01,3.07,0.05,4.81,0.08
AVUAX,5,5,2,Value,0.78,1.09,1.78,98.22,18.77,1.96,0.96,9.29,14763.29,7140000000,-12.39,-15.13,-7.06,-10.02,0.63,-0.95,5.77,3.98,9.92,7.96,29.12,25.18,-12.84,-12.86,11.79,13.22,23.07,18.06,-1.36,-5.41,16.55,9.31,30.26,35.14,16.66,16.6,-0.52,-3.96,19.8,21.92,10,5,-0.93,-0.02,4.49,0.03,9.57,0.07
BAFSX,3,3,2,Growth,0.99,1.21,6.24,93.66,25.95,4.38,3.15,21.34,4964.31,1800000000,7.69,10.02,15.18,18.21,11.22,11.01,12.51,12.18,12.89,12.31,33.72,27.68,-4.25,-5.76,17.1,21.5,9.71,11.2,8.22,-2.41,0.16,2.44,40.74,40.91,14.49,13.15,-2.62,-3.55,29.08,26.98,14,3,8.56,0.08,10.01,0.09,11.1,0.1
BALPX,5,5,3,Blend,1.61,2.15,56.44,39.49,23.43,2.46,1.09,11.37,11781.03,5780000000,2.93,-1.35,3.93,-1.29,4.55,0.21,5.25,0.73,8.8,1.04,7.16,0.45,5.14,-0.26,6.87,2.37,3.94,2.23,-1.73,-0.25,10.12,0.76,31.94,2.92,14.27,0.18,3.73,-0.3,13.32,-2,10,2,9.98,-0.09,20.54,0.23,-17.36,-2.56
BARAX,4,4,2,Growth,1.3,1.16,0.15,99.4,40.32,6.53,6.07,29.88,20848.23,5010000000,12.79,14.82,18.68,22.59,15.76,13.64,15.58,13.1,14.53,12.76,37.62,32.52,-0.14,-6.65,26.13,23.91,6.23,6.03,-0.08,-0.95,9.48,7,38.88,34.93,15.31,14.07,-2.93,-3.96,21.29,24.61,25,7,14.2,0.11,13.98,0.11,13.37,0.11
BARIX,5,4,2,Growth,1.05,1.16,0.15,99.4,40.32,6.53,6.07,29.88,20848.23,5010000000,13.02,14.82,18.98,22.59,16.06,13.64,15.89,13.1,14.83,12.76,37.96,32.52,0.14,-6.65,26.49,23.91,6.51,6.03,0.2,-0.95,9.77,7,39.25,34.93,15.63,14.07,-2.68,-3.96,21.66,24.61,9,1,14.49,0.11,14.28,0.11,13.66,0.11
BASAX,3,3,2,Growth,1.39,1.21,6.24,93.66,25.95,4.38,3.15,21.34,4964.31,1800000000,7.35,10.02,14.74,18.21,10.78,11.01,12.06,12.18,12.44,12.31,33.14,27.68,-4.6,-5.76,16.57,21.5,9.3,11.2,7.78,-2.41,-0.2,2.44,40.18,40.91,14.16,13.15,-3.08,-3.55,28.46,26.98,9,4,8.17,0.08,9.62,0.09,10.7,0.1
BCCCX,1,1,5,Value,2.22,0.76,9.44,36.52,13.37,1.19,0.74,4.92,15137.08,11070000,-10.16,0.29,-7.97,2.76,-1.73,3.74,0.69,4.82,2.47,5.44,9.89,14.81,-5.61,-5.04,5.66,9.86,7.67,6.62,-2.76,-2.32,5.79,4.02,6.59,7.23,8.36,9.4,-0.52,1.7,10.49,10.03,13,5,-2.99,0.03,-0.46,0.05,2.07,0.06
BCGAX,1,1,5,Value,1.47,0.76,9.44,36.52,13.37,1.19,0.74,4.92,15137.08,11070000,-9.6,0.29,-7.29,2.76,-1,3.74,1.44,4.82,3.24,5.44,10.64,14.81,-4.85,-5.04,6.39,9.86,8.49,6.62,-2.01,-2.32,6.52,4.02,7.45,7.23,9.21,9.4,0.23,1.7,11.28,10.03,16,5,-2.32,0.03,0.25,0.05,2.91,0.06
BCLPX,5,4,3,Blend,2.34,2.15,56.44,39.49,23.43,2.46,1.09,11.37,11781.03,5780000000,2.38,-1.35,3.1,-1.29,3.8,0.21,4.47,0.73,8.03,1.04,6.28,0.45,4.4,-0.26,6.15,2.37,3.17,2.23,-2.45,-0.25,9.31,0.76,30.94,2.92,13.49,0.18,2.99,-0.3,12.53,-2,10,2,7.21,-0.09,15.87,0.23,-15.83,-2.56
BCMSX,3,3,3,Growth,1.15,1.16,3.55,96.46,43.76,8.03,5.01,26.36,17910.78,38220000,18.18,14.82,25.22,22.59,19.48,13.64,13.29,13.1,11.27,12.76,44.21,32.52,-4.52,-6.65,19.33,23.91,0.52,6.03,-9.31,-0.95,7.06,7,27.67,34.93,10.88,14.07,-1.81,-3.96,27.04,24.61,13,4,15.63,0.11,10.39,0.11,9.59,0.11
BCSIX,5,5,3,Growth,1.25,1.21,3.97,96.03,53.76,7.66,7.45,30.65,6585.17,6200000000,20.96,10.02,28.27,18.21,16.2,11.01,16.79,12.18,16.84,12.31,29.22,27.68,-0.67,-5.76,28.9,21.5,8.34,11.2,8.75,-2.41,2.19,2.44,48.98,40.91,17.47,13.15,0.11,-3.55,22.56,26.98,24,3,12.99,0.08,13.49,0.09,14.5,0.1
BERCX,3,3,2,Value,0.9,1.09,7.6,92.4,17.86,1.8,1.39,9.65,11085.92,24740000,-16.38,-15.13,-13.81,-10.02,-1.36,-0.95,6.03,3.98,6.42,7.96,23.31,25.18,-10.9,-12.86,16.86,13.22,28.68,18.06,-15.16,-5.41,-0.97,9.31,38.64,35.14,13.02,16.6,-2.59,-3.96,8.57,21.92,12,5,-2.95,-0.02,4.63,0.03,5.61,0.07
BGEIX,4,3,3,Blend,0.68,1.37,1.61,98.39,18.56,2.57,4.64,11.45,11074.59,802470000,23,26.52,29.07,36.96,18.18,15.22,19.91,18.23,-3.2,-4.24,37.84,38.98,-7.43,-17.8,10.62,11.33,52.95,54.81,-22.82,-23.25,-11.83,-10.03,-51.31,-48.8,-7.86,-9.2,-19.29,-20.68,44.76,41.56,14,17,17.38,0.12,22.03,0.16,-5.3,-0.05
BHYAX,4,5,3,Value,0.94,1.01,2.99,1.06,22.96,1.71,0.8,4.55,4928.34,25490000000,-0.17,-0.7,2.27,1.43,3.7,2.87,5.37,4.78,5.96,5.06,15.1,12.62,-3.32,-2.59,8,6.47,13.41,13.3,-4.32,-4.01,3.04,1.11,8.95,6.9,16.77,14.67,2.88,2.83,17.96,14.24,17,4,3.47,0.04,8.69,0.1,13.71,0.13
BHYCX,3,3,3,Value,1.66,1.01,2.99,1.06,22.96,1.71,0.8,4.55,4928.34,25490000000,-0.75,-0.7,1.42,1.43,2.98,2.87,4.62,4.78,5.18,5.06,14.27,12.62,-3.98,-2.59,7.07,6.47,12.7,13.3,-4.93,-4.01,2.14,1.11,8.25,6.9,15.7,14.67,2.14,2.83,17.13,14.24,16,5,2.22,0.04,6.97,0.1,11.52,0.13
BHYIX,5,5,3,Value,0.62,1.01,2.99,1.06,22.96,1.71,0.8,4.55,4928.34,25490000000,0.09,-0.7,2.46,1.43,4.03,2.87,5.71,4.78,6.29,5.06,15.3,12.62,-2.86,-2.59,8.2,6.47,13.93,13.3,-4.04,-4.01,3.37,1.11,9.29,6.9,17.12,14.67,3.22,2.83,18.36,14.24,17,4,3.86,0.04,9.06,0.1,14.2,0.13
BHYRX,4,4,3,Value,1.24,1.01,2.99,1.06,22.96,1.71,0.8,4.55,4928.34,25490000000,-0.38,-0.7,1.88,1.43,3.41,2.87,5.06,4.78,5.63,5.06,14.77,12.62,-3.62,-2.59,7.52,6.47,13.19,13.3,-4.51,-4.01,2.58,1.11,8.72,6.9,16.21,14.67,2.56,2.83,17.66,14.24,10,3,2.91,0.04,7.84,0.1,12.6,0.13
BHYSX,4,5,3,Value,0.89,1.01,2.99,1.06,22.96,1.71,0.8,4.55,4928.34,25490000000,-0.13,-0.7,2.32,1.43,3.75,2.87,5.44,4.78,5.97,5.06,15.15,12.62,-3.15,-2.59,7.88,6.47,13.59,13.3,-4.33,-4.01,2.91,1.11,9.09,6.9,16.75,14.67,2.69,2.83,18.16,14.24,17,4,3.55,0.04,8.94,0.1,14.08,0.13
BILPX,5,5,3,Blend,1.36,2.15,56.44,39.49,23.43,2.46,1.09,11.37,11781.03,5780000000,3.22,-1.35,4.16,-1.29,4.81,0.21,5.5,0.73,9.1,1.04,7.29,0.45,5.49,-0.26,7.14,2.37,4.29,2.23,-1.56,-0.25,10.4,0.76,32.3,2.92,14.63,0.18,4.04,-0.3,13.65,-2,10,2,10.2,-0.09,19.45,0.23,-18.5,-2.56
BMDIX,4,4,2,Growth,0.82,1.16,3.61,96.39,39.45,7.82,4.67,25.43,15958.96,1940000000,14.06,14.82,20.57,22.59,16.67,13.64,14.6,13.1,14.18,12.76,36.31,32.52,-1.61,-6.65,26.88,23.91,5.4,6.03,-3.59,-0.95,4.85,7,32.9,34.93,16.49,14.07,5.19,-3.96,27.09,24.61,14,5,14.92,0.11,13.06,0.11,13.3,0.11
BMDSX,4,4,2,Growth,1.07,1.16,3.61,96.39,39.45,7.82,4.67,25.43,15958.96,1940000000,13.7,14.82,20.1,22.59,16.33,13.64,14.28,13.1,13.89,12.76,35.94,32.52,-1.86,-6.65,26.61,23.91,5.08,6.03,-3.8,-0.95,4.62,7,32.62,34.93,16.16,14.07,4.93,-3.96,26.92,24.61,14,5,14.6,0.11,12.76,0.11,13.02,0.11
BMGAX,5,5,3,Growth,1.05,1.16,0.29,99.42,43.05,6.75,7.32,31.51,17098.27,10660000000,21,14.82,27.02,22.59,19.36,13.64,18.12,13.1,16.16,12.76,35.89,32.52,2.56,-6.65,34.2,23.91,2.78,6.03,6.52,-0.95,6.04,7,46.74,34.93,10.67,14.07,-3.35,-3.96,15.02,24.61,18,5,17.71,0.11,16.56,0.11,14.53,0.11
BMGCX,5,4,3,Growth,1.8,1.16,0.29,99.42,43.05,6.75,7.32,31.51,17098.27,10660000000,20.25,14.82,26.03,22.59,18.5,13.64,17.26,13.1,15.29,12.76,34.88,32.52,1.86,-6.65,33.23,23.91,2.02,6.03,5.67,-0.95,5.29,7,45.66,34.93,9.77,14.07,-4.1,-3.96,14.14,24.61,18,5,16.89,0.11,15.76,0.11,13.75,0.11
BMGTX,1,1,5,Value,1.22,0.76,9.44,36.52,13.37,1.19,0.74,4.92,15137.08,11070000,-9.38,0.29,-7.05,2.76,-0.77,3.74,1.7,4.82,3.5,5.44,10.88,14.81,-4.64,-5.04,6.77,9.86,8.65,6.62,-1.74,-2.32,6.91,4.02,7.63,7.23,9.49,9.4,0.46,1.7,11.56,10.03,17,5,-2.11,0.03,0.5,0.05,3.21,0.06
BMRRX,5,5,3,Growth,1.3,1.16,0.29,99.42,43.05,6.75,7.32,31.51,17098.27,10660000000,20.76,14.82,26.73,22.59,19.08,13.64,17.83,13.1,15.89,12.76,35.56,32.52,2.27,-6.65,33.9,23.91,2.47,6.03,6.26,-0.95,5.78,7,46.39,34.93,10.34,14.07,-3.44,-3.96,14.94,24.61,11,2,17.44,0.11,16.29,0.11,14.29,0.11
BPLBX,4,4,3,Blend,0.6,0.72,5.32,0.07,31.3,2.47,5.36,16.25,21704.96,2080000000,9.27,7.3,10.2,8.1,5.55,4.73,4.33,3.83,3,2.67,8.28,7.92,-1.81,-1.64,3.14,2.72,4.29,4.59,-1.95,-2.36,2.68,1.8,-7.98,-7.85,7.08,6.45,11.95,10.93,6.32,5.94,12,3,4.11,0.03,3.33,0.03,2.1,0.02
BPLEX,2,2,3,Value,2.43,2.06,29.78,70.22,14.69,1.44,0.7,7.36,11894.88,76580000,-14.29,-1.31,-11.78,2.03,-6.55,1.59,-1.07,3.18,3.42,4.57,8.85,11.9,-15.7,-6.29,2.54,11.18,22.19,2.34,-1.39,-2.02,4.49,2.92,7.59,14.62,12.25,5.15,5.63,-2.81,26.14,4.13,14,7,-13.42,-0.06,-3.78,0.05,5.73,0.06
BPLSX,2,2,3,Value,2.18,2.06,29.78,70.22,14.69,1.44,0.7,7.36,11894.88,76580000,-14.11,-1.31,-11.54,2.03,-6.31,1.59,-0.82,3.18,3.68,4.57,9.12,11.9,-15.47,-6.29,2.77,11.18,22.48,2.34,-1.09,-2.02,4.72,2.92,7.9,14.62,12.47,5.15,5.92,-2.81,26.44,4.13,14,7,-13.05,-0.06,-3.37,0.05,6.25,0.06
BRHYX,5,5,3,Value,0.51,1.01,2.99,1.06,22.96,1.71,0.8,4.55,4928.34,25490000000,0.18,-0.7,2.7,1.43,4.15,2.87,5.82,4.78,6.38,5.06,15.58,12.62,-2.76,-2.59,8.31,6.47,14.01,13.3,-3.96,-4.01,3.31,1.11,9.5,6.9,17.19,14.67,3.15,2.83,18.64,14.24,17,4,4.18,0.04,9.52,0.1,15.08,0.13
BSCFX,3,4,3,Growth,1.31,1.21,2.26,97.74,40.39,5.13,2.85,21.18,7015.83,4280000000,15.67,10.02,23.08,18.21,13.98,11.01,14.71,12.18,13.11,12.31,34.5,27.68,-7.39,-5.76,27.13,21.5,9.94,11.2,-5.24,-2.41,1.69,2.44,37.77,40.91,17.98,13.15,-1.58,-3.55,23.47,26.98,16,6,9.79,0.08,10.65,0.09,10.34,0.1
BSFIX,3,4,4,Growth,1.05,1.21,2.26,97.74,40.39,5.13,2.85,21.18,7015.83,4280000000,15.9,10.02,23.42,18.21,14.28,11.01,15.01,12.18,13.41,12.31,34.87,27.68,-7.13,-5.76,27.45,21.5,10.26,11.2,-5.01,-2.41,1.95,2.44,38.1,40.91,18.3,13.15,-1.37,-3.55,23.79,26.98,7,3,10.01,0.08,10.88,0.09,10.57,0.1
BTMFX,5,4,2,Blend,1,1.05,1.49,98.51,24.1,3.24,2.15,15.04,13908.92,119810000,-5.06,-6.28,-0.03,-0.89,7.43,3.18,9.05,6.39,10.68,9.18,28.59,26.21,-3.36,-11.15,20.01,15.93,12.13,14.14,-0.26,-4.75,11.61,7.8,28.91,34.1,10.46,16.15,0.71,-3.81,31.43,22.52,9,3,6.01,0.01,8.05,0.05,10.48,0.08
BUFMX,2,2,2,Growth,1.03,1.16,2.13,97.87,30.08,4.83,2.13,19.49,14727.84,155680000,11.31,14.82,16.68,22.59,13.54,13.64,10.81,13.1,10.68,12.76,37.98,32.52,-7.3,-6.65,13.66,23.91,5.93,6.03,-0.52,-0.95,5.85,7,29.25,34.93,13.93,14.07,-5.83,-3.96,24.34,24.61,13,5,12.46,0.11,9.76,0.11,9.91,0.11
BUFTX,4,3,2,Growth,1.02,1.16,3.18,96.82,31.12,5.19,3.56,20.58,15374.55,1560000000,9.91,14.82,14.95,22.59,11.42,13.64,12.61,13.1,13.74,12.76,31.63,32.52,-6.54,-6.65,25.44,23.91,5.56,6.03,5.64,-0.95,10.68,7,36.61,34.93,19.73,14.07,-0.69,-3.96,22.96,24.61,14,4,10.18,0.11,11.74,0.11,12.85,0.11
BWAFX,1,1,4,Growth,1.12,1.16,3.87,96.13,20.22,3.29,1.79,16.39,5940.1,1250000,-30.15,14.82,-28.33,22.59,-2.36,13.64,-1.33,13.1,2.27,12.76,27.76,32.52,-9.83,-6.65,25.13,23.91,3.4,6.03,-6.46,-0.95,0.52,7,32.15,34.93,2.03,14.07,-15.19,-3.96,19.24,24.61,13,6,-4.33,0.11,-2.63,0.11,1.55,0.11
BWNYX,2,1,1,Blend,1.53,1.05,22.17,77.68,21.9,1.82,1.13,9.32,7422.19,727640,-14.18,-6.28,-13.3,-0.89,-1.66,3.18,0.77,6.39,5.97,9.18,18.83,26.21,-8.1,-11.15,5.06,15.93,6.47,14.14,-0.87,-4.75,10.6,7.8,32.4,34.1,5,16.15,1.08,-3.81,23.17,22.52,16,6,-3.99,0.01,-0.48,0.05,6.29,0.08
CAAMX,2,2,3,Blend,0.99,0.76,17.78,33.86,20.08,2.05,1.2,10.25,15860.92,318720000,0.33,0.29,2.84,2.76,3.46,3.74,4.32,4.82,4.73,5.44,14.39,14.81,-4.5,-5.04,7.87,9.86,6.62,6.62,-3.07,-2.32,5.01,4.02,5.58,7.23,11.28,9.4,3.77,1.7,9.33,10.03,11,3,2.29,0.03,3.96,0.05,5.52,0.06
CAAPX,3,3,4,Value,1.14,1.09,1.17,98.83,16.45,1.81,0.9,10.11,10032.98,974110000,-12.15,-15.13,-6.34,-10.02,-0.08,-0.95,3.12,3.98,8.04,7.96,24.6,25.18,-13.99,-12.86,15.1,13.22,12.66,18.06,-6.22,-5.41,8.15,9.31,46.21,35.14,19.35,16.6,-7.35,-3.96,19.61,21.92,21,9,-1.39,-0.02,1.6,0.03,5.83,0.07
CAAYX,3,3,3,Blend,0.74,0.76,17.78,33.86,20.08,2.05,1.2,10.25,15860.92,318720000,0.61,0.29,3.09,2.76,3.72,3.74,4.58,4.82,4.98,5.44,14.59,14.81,-4.27,-5.04,8.15,9.86,6.9,6.62,-2.83,-2.32,5.28,4.02,5.91,7.23,11.46,9.4,3.94,1.7,9.49,10.03,9,2,2.61,0.03,4.29,0.05,5.85,0.06
CACMX,2,2,3,Blend,1.74,0.76,17.78,33.86,20.08,2.05,1.2,10.25,15860.92,318720000,-0.24,0.29,2.06,2.76,2.69,3.74,3.54,4.82,3.95,5.44,13.45,14.81,-5.21,-5.04,7.02,9.86,5.88,6.62,-3.86,-2.32,4.34,4.02,4.83,7.23,10.31,9.4,3.06,1.7,8.43,10.03,11,3,1.34,0.03,2.97,0.05,4.46,0.06
CAEIX,2,2,5,Blend,0.99,1.28,0.63,99.33,21.53,2.11,1.04,8.9,6896.81,117760000,23.02,0.85,33.09,8.06,10.36,4.26,10.2,8.29,2.59,7.61,33.48,26.49,-19.27,-14.25,29.64,25.44,-7.24,9.32,-2.71,-1.23,-10.45,-0.42,34.28,30.99,8.69,18.46,-33.44,-11.76,-19.7,20.56,5,7,6.95,0.03,7.67,0.07,1.69,0.07
CBMAX,4,5,4,Value,1.26,1.09,2.28,97.72,14.91,1.71,0.97,8.11,7207.39,440630000,-16.6,-15.13,-10.88,-10.02,0.45,-0.95,6.03,3.98,9.63,7.96,36.37,25.18,-14.61,-12.86,14.9,13.22,23.33,18.06,-2.57,-5.41,4.59,9.31,37.14,35.14,19.46,16.6,-1.6,-3.96,21.24,21.92,10,5,-0.92,-0.02,3.92,0.03,7.68,0.07
CBMCX,3,4,4,Value,2.01,1.09,2.28,97.72,14.91,1.71,0.97,8.11,7207.39,440630000,-16.94,-15.13,-11.35,-10.02,-0.24,-0.95,5.29,3.98,8.84,7.96,35.32,25.18,-15.25,-12.86,14.07,13.22,22.38,18.06,-3.28,-5.41,3.81,9.31,36.16,35.14,18.57,16.6,-2.36,-3.96,20.38,21.92,10,5,-1.47,-0.02,3.32,0.03,7,0.07
CBMIX,4,5,4,Value,1.16,1.09,2.28,97.72,14.91,1.71,0.97,8.11,7207.39,440630000,-16.54,-15.13,-10.8,-10.02,0.54,-0.95,6.14,3.98,9.71,7.96,36.49,25.18,-14.51,-12.86,15.04,13.22,23.44,18.06,-2.53,-5.41,4.64,9.31,37.19,35.14,19.53,16.6,-1.52,-3.96,21.28,21.92,10,5,-0.84,-0.02,4.01,0.03,7.75,0.07
CBMSX,4,5,4,Value,0.91,1.09,2.28,97.72,14.91,1.71,0.97,8.11,7207.39,440630000,-16.34,-15.13,-10.56,-10.02,0.8,-0.95,6.4,3.98,9.99,7.96,36.81,25.18,-14.29,-12.86,15.3,13.22,23.78,18.06,-2.28,-5.41,4.88,9.31,37.58,35.14,19.82,16.6,-1.31,-3.96,21.62,21.92,10,5,-0.64,-0.02,4.23,0.03,7.99,0.07
CBSAX,3,3,3,Growth,1.16,1.16,1.56,98.44,31.65,8.36,4.47,24.73,16678.75,1840000000,16.77,14.82,24.83,22.59,15.05,13.64,12.95,13.1,12.2,12.76,34.8,32.52,-5.41,-6.65,22.62,23.91,1.87,6.03,5.01,-0.95,6.98,7,30.86,34.93,10.77,14.07,-4.68,-3.96,29.53,24.61,14,3,13.05,0.11,11.15,0.11,10.79,0.11
CBSTX,3,3,3,Growth,1.16,1.16,1.56,98.44,31.65,8.36,4.47,24.73,16678.75,1840000000,16.82,14.82,24.87,22.59,15.05,13.64,12.96,13.1,12.18,12.76,34.82,32.52,-5.44,-6.65,22.61,23.91,1.88,6.03,4.97,-0.95,6.96,7,30.79,34.93,10.7,14.07,-4.72,-3.96,29.49,24.61,14,3,13.05,0.11,11.16,0.11,10.78,0.11
CCACX,3,3,2,Blend,1.93,1.05,0.84,99.03,27.3,3.25,1.78,15.26,15029.07,235640000,-3.04,-6.28,2.54,-0.89,7.11,3.18,5.38,6.39,8.88,9.18,29.62,26.21,-5.08,-11.15,10.87,15.93,5.59,14.14,-4.49,-4.75,6.61,7.8,27.86,34.1,14.95,16.15,1.3,-3.81,28.97,22.52,19,6,5.75,0.01,4.32,0.05,7.91,0.08
CCAFX,4,3,2,Blend,1.18,1.05,0.84,99.03,27.3,3.25,1.78,15.26,15029.07,235640000,-2.41,-6.28,3.33,-0.89,7.92,3.18,6.18,6.39,9.72,9.18,30.57,26.21,-4.36,-11.15,11.7,15.93,6.39,14.14,-3.7,-4.75,7.39,7.8,28.86,34.1,15.83,16.15,2.2,-3.81,30.02,22.52,19,6,6.61,0.01,5.15,0.05,8.72,0.08
CCPIX,4,4,2,Blend,0.93,1.05,0.84,99.03,27.3,3.25,1.78,15.26,15029.07,235640000,-2.2,-6.28,3.61,-0.89,8.25,3.18,6.55,6.39,10.26,9.18,30.91,26.21,-4.01,-11.15,12.14,15.93,6.83,14.14,-3.18,-4.75,8.09,7.8,29.62,34.1,16.6,16.15,2.89,-3.81,31.14,22.52,14,6,6.95,0.01,5.52,0.05,9.23,0.08
CFAGX,3,3,1,Growth,0.82,1.16,0.11,99.89,34.79,7.69,2.39,20,15114.81,294470000,7.89,14.82,13.08,22.59,13.17,13.64,13.2,13.1,12.51,12.76,34.36,32.52,-4.35,-6.65,23.37,23.91,10.9,6.03,1.35,-0.95,11.2,7,30.76,34.93,13.41,14.07,-5.6,-3.96,27.83,24.61,19,6,12.03,0.11,12.54,0.11,11.95,0.11
CFWAX,4,4,1,Blend,1.24,1.34,0.73,99.2,22.41,2.13,1.29,9.69,4941.42,407150000,-2.52,-6.86,1.03,0.14,3.39,-2.49,6.85,3.76,6.94,0.82,28.02,14.95,-13.63,-19.01,18.88,16.61,13.99,26.69,-12.75,-22.16,-3.79,-12.48,28.72,8.75,27.13,4.34,-9.91,-13.97,13.62,18.06,7,4,1.88,-0.02,5.85,0.03,6.41,0.01
